satisfaction	marital	income	age	religious	onlyMyReligion	religionRules	armyRules	continent	region
3	6	3	22	1	1	1	4	Africa	12
7	6	4	24	-2	1	1	4	Africa	12
7	1	3	32	1	1	1	4	Africa	12
10	1	7	35	1	1	1	4	Africa	12
5	1	3	43	1	1	1	4	Africa	12
8	1	4	46	1	1	1	4	Africa	12
10	1	6	55	1	1	1	4	Africa	12
10	5	7	76	1	1	2	4	Africa	12
10	6	4	20	-2	1	1	3	Africa	12
9	6	4	18	1	2	2	3	Africa	12
10	6	8	20	1	1	1	2	Africa	12
9	6	4	21	1	1	1	3	Africa	12
9	6	7	22	1	2	2	-2	Africa	12
6	1	5	36	1	1	1	3	Africa	12
4	1	5	37	-2	1	1	3	Africa	12
10	1	3	42	1	2	2	3	Africa	12
7	3	3	45	1	2	2	4	Africa	12
9	1	3	54	1	2	2	4	Africa	12
9	1	5	73	1	2	2	-2	Africa	12
5	6	5	22	2	1	2	3	Africa	12
4	6	1	23	1	1	1	3	Africa	12
5	6	1	28	1	1	1	-2	Africa	12
7	6	4	30	2	1	2	3	Africa	12
8	6	5	34	2	1	2	3	Africa	12
1	6	5	35	-2	1	1	-2	Africa	12
5	6	5	38	2	1	2	3	Africa	12
6	6	5	43	2	1	2	3	Africa	12
1	1	5	45	1	1	1	3	Africa	12
7	6	3	67	2	1	1	-2	Africa	12
5	6	5	25	-2	1	1	-2	Africa	12
5	6	1	25	1	1	1	-2	Africa	12
5	6	1	28	1	1	1	-2	Africa	12
5	6	1	30	1	1	1	-2	Africa	12
5	6	1	33	1	1	1	1	Africa	12
8	1	1	34	1	1	1	-2	Africa	12
5	6	8	36	1	1	1	-2	Africa	12
5	1	8	42	1	1	1	-2	Africa	12
5	6	5	42	-2	1	1	-2	Africa	12
5	6	5	44	1	1	1	-2	Africa	12
5	6	5	25	1	1	1	4	Africa	12
7	6	6	29	1	1	1	4	Africa	12
6	6	2	31	1	-2	-2	-2	Africa	12
6	6	5	32	1	1	1	4	Africa	12
3	1	4	38	1	1	1	4	Africa	12
1	1	5	39	1	1	1	4	Africa	12
4	3	2	40	1	1	1	4	Africa	12
8	1	5	46	1	1	1	4	Africa	12
6	1	7	52	1	1	1	4	Africa	12
6	6	5	19	1	1	1	-2	Africa	12
6	6	7	20	2	1	1	4	Africa	12
5	6	3	23	2	1	1	-2	Africa	12
8	6	4	31	1	1	1	1	Africa	12
1	6	1	33	1	1	1	-2	Africa	12
5	1	3	35	1	1	1	1	Africa	12
5	1	5	38	1	1	1	4	Africa	12
5	1	6	44	1	1	1	1	Africa	12
1	5	4	52	1	1	1	4	Africa	12
4	1	2	57	1	1	1	4	Africa	12
2	1	5	69	1	1	1	2	Africa	12
3	3	5	21	-2	1	1	3	Africa	12
4	1	2	24	1	1	1	3	Africa	12
4	6	1	24	1	2	2	3	Africa	12
5	1	2	27	1	1	1	3	Africa	12
4	1	3	30	1	1	1	-2	Africa	12
4	1	4	39	1	1	1	3	Africa	12
4	4	4	46	1	1	1	3	Africa	12
6	1	5	53	1	1	1	3	Africa	12
6	1	4	71	1	1	1	3	Africa	12
4	6	3	18	1	1	1	4	Africa	12
3	6	2	18	-2	2	2	-2	Africa	12
5	6	3	24	1	1	1	4	Africa	12
5	6	5	36	1	1	1	3	Africa	12
6	1	4	39	1	1	1	4	Africa	12
-1	1	3	41	1	1	1	-2	Africa	12
4	6	2	47	1	1	1	4	Africa	12
3	4	3	48	1	1	1	4	Africa	12
7	5	2	55	1	1	1	-2	Africa	12
8	1	6	57	1	1	1	4	Africa	12
3	6	2	26	-2	1	1	4	Africa	12
1	6	5	29	1	3	1	4	Africa	12
8	6	7	31	1	4	2	-2	Africa	12
5	6	3	33	2	4	3	4	Africa	12
5	6	7	34	1	1	2	2	Africa	12
1	6	5	37	1	1	1	4	Africa	12
10	1	5	44	1	1	1	3	Africa	12
5	1	7	47	-2	2	1	3	Africa	12
7	1	7	54	1	3	4	4	Africa	12
7	1	7	58	1	4	4	4	Africa	12
5	1	4	77	-2	-2	-2	-2	Africa	12
-2	6	4	19	1	1	1	-2	Africa	12
10	6	9	24	1	1	1	-2	Africa	12
10	6	2	25	1	-2	-2	4	Africa	12
-2	1	5	32	-2	4	3	-2	Africa	12
8	1	6	44	-2	-2	-2	2	Africa	12
10	5	7	54	1	1	1	4	Africa	12
10	5	5	76	1	1	1	-2	Africa	12
10	5	5	76	1	4	4	-2	Africa	12
10	6	2	20	1	4	4	2	Africa	12
1	6	7	26	1	1	1	1	Africa	12
6	6	2	18	1	1	1	3	Africa	12
6	6	2	23	1	1	1	-2	Africa	12
8	6	5	25	1	1	1	4	Africa	12
2	6	2	30	-2	-2	-2	3	Africa	12
4	6	2	40	-2	-2	-2	1	Africa	12
6	5	2	42	1	1	1	4	Africa	12
8	1	4	50	1	1	1	4	Africa	12
5	1	5	58	1	1	1	4	Africa	12
8	1	4	65	1	2	2	-2	Africa	12
3	6	2	23	-2	1	1	-2	Africa	12
8	6	8	18	1	1	1	4	Africa	12
8	6	8	19	2	3	2	3	Africa	12
4	6	8	19	2	3	2	3	Africa	12
5	6	5	20	2	1	1	4	Africa	12
6	6	6	22	1	1	1	4	Africa	12
9	6	6	24	2	2	3	4	Africa	12
8	6	8	31	1	1	1	4	Africa	12
8	1	8	36	1	3	1	3	Africa	12
6	1	5	37	1	2	2	4	Africa	12
5	1	7	40	2	1	2	4	Africa	12
10	6	6	20	-2	-2	1	2	Africa	12
10	6	3	21	1	1	1	4	Africa	12
9	6	4	21	-2	1	1	-2	Africa	12
10	6	4	24	-2	1	1	4	Africa	12
6	1	3	30	1	1	1	4	Africa	12
7	1	4	36	1	1	1	3	Africa	12
8	1	3	40	-2	1	1	-2	Africa	12
7	1	3	43	-2	1	1	4	Africa	12
8	1	4	50	1	1	1	-2	Africa	12
9	1	4	72	1	1	1	4	Africa	12
10	6	5	19	-2	1	1	4	Africa	12
5	6	3	24	1	1	1	4	Africa	12
5	6	3	24	1	1	1	4	Africa	12
10	6	1	36	1	1	1	4	Africa	12
5	1	5	39	1	1	1	4	Africa	12
4	1	4	43	1	1	2	4	Africa	12
4	1	5	46	1	1	1	4	Africa	12
10	1	8	53	1	1	1	-2	Africa	12
10	5	4	75	1	1	1	4	Africa	12
10	6	3	24	1	1	1	4	Africa	12
6	6	7	23	2	1	1	3	Africa	12
7	6	6	24	1	1	1	3	Africa	12
1	6	5	24	1	1	1	4	Africa	12
5	6	5	27	1	1	2	3	Africa	12
7	1	5	36	1	1	1	-2	Africa	12
7	6	4	37	1	2	3	2	Africa	12
6	1	5	44	1	2	1	-2	Africa	12
10	1	4	61	1	2	1	2	Africa	12
5	6	7	23	1	2	1	2	Africa	12
10	1	6	62	1	1	1	4	Africa	12
6	6	7	21	-2	1	1	-2	Africa	12
10	6	3	22	1	1	2	2	Africa	12
9	6	6	24	-2	1	1	3	Africa	12
5	6	6	26	1	3	2	-2	Africa	12
10	4	7	29	1	1	4	1	Africa	12
10	6	5	44	1	-2	-2	3	Africa	12
4	1	4	51	1	1	1	4	Africa	12
10	1	4	52	1	1	2	3	Africa	12
5	1	5	66	1	1	1	4	Africa	12
3	1	9	48	1	1	1	4	Africa	12
1	1	6	24	-2	1	1	3	Africa	12
6	6	3	24	1	2	1	2	Africa	12
6	6	5	25	2	1	1	4	Africa	12
4	6	3	25	1	2	1	4	Africa	12
7	6	3	27	1	2	1	2	Africa	12
6	6	4	32	1	1	1	1	Africa	12
6	1	7	43	1	1	1	-2	Africa	12
5	1	5	44	1	1	1	4	Africa	12
8	1	7	57	1	2	3	4	Africa	12
7	1	7	59	1	2	2	4	Africa	12
10	6	7	21	-2	1	1	-2	Africa	12
5	1	2	24	1	1	1	2	Africa	12
10	6	10	26	1	1	2	1	Africa	12
10	1	2	30	1	1	-2	-2	Africa	12
10	1	1	44	1	1	1	2	Africa	12
9	1	8	47	1	1	1	3	Africa	12
5	1	5	49	1	1	1	4	Africa	12
6	1	5	50	1	1	1	2	Africa	12
6	5	2	50	1	1	1	-2	Africa	12
5	6	7	55	1	2	2	4	Africa	12
9	1	6	28	1	3	3	2	Africa	12
5	6	5	29	1	2	2	1	Africa	12
5	6	6	31	1	1	1	3	Africa	12
6	1	6	33	1	2	2	1	Africa	12
8	1	5	42	1	1	1	2	Africa	12
3	1	5	44	1	2	1	2	Africa	12
5	1	2	55	1	4	3	2	Africa	12
7	1	2	56	1	4	3	2	Africa	12
5	1	5	62	1	1	1	1	Africa	12
10	6	4	26	1	4	3	2	Africa	12
7	6	2	22	1	2	1	3	Africa	12
5	6	2	25	1	2	2	4	Africa	12
10	6	3	26	1	2	3	3	Africa	12
1	1	2	33	1	2	1	3	Africa	12
4	1	2	34	1	2	1	1	Africa	12
3	1	4	40	1	2	1	2	Africa	12
3	1	1	44	1	2	3	1	Africa	12
3	1	5	62	1	3	2	2	Africa	12
10	6	10	21	1	2	1	2	Africa	12
8	1	6	55	1	2	1	2	Africa	12
10	6	9	18	1	1	1	-2	Africa	12
10	6	1	19	2	1	-2	1	Africa	12
10	6	9	22	1	1	1	4	Africa	12
8	6	5	23	1	1	1	4	Africa	12
5	1	3	32	1	1	1	4	Africa	12
5	1	7	37	1	1	1	4	Africa	12
7	1	3	40	1	1	1	4	Africa	12
5	1	5	45	1	1	1	4	Africa	12
10	5	7	52	2	1	1	-2	Africa	12
10	5	5	75	1	1	1	-2	Africa	12
8	6	8	20	1	1	1	4	Africa	12
7	6	4	20	1	1	1	4	Africa	12
10	6	5	23	1	1	1	4	Africa	12
4	6	5	24	1	1	1	3	Africa	12
10	1	5	33	1	1	1	4	Africa	12
5	1	5	38	1	1	1	2	Africa	12
10	1	5	42	-2	1	1	4	Africa	12
10	1	1	46	1	1	1	4	Africa	12
10	1	4	59	1	1	1	-2	Africa	12
10	1	5	65	1	1	1	4	Africa	12
10	6	5	18	1	1	1	4	Africa	12
10	6	5	21	1	1	1	3	Africa	12
5	6	5	22	1	1	1	4	Africa	12
8	6	1	23	1	1	1	2	Africa	12
5	1	5	38	1	1	1	4	Africa	12
10	1	1	40	-2	1	1	4	Africa	12
10	1	7	48	1	1	1	4	Africa	12
10	1	8	59	1	1	1	4	Africa	12
10	5	10	75	1	1	1	4	Africa	12
1	6	1	35	-2	1	1	1	Africa	12
9	6	4	18	-2	1	1	4	Africa	12
9	6	5	19	1	1	-2	4	Africa	12
4	6	5	20	1	1	1	3	Africa	12
10	6	5	24	1	2	2	-2	Africa	12
4	1	6	39	1	1	1	4	Africa	12
9	1	1	40	1	1	1	4	Africa	12
6	1	5	44	1	1	1	4	Africa	12
8	1	4	57	1	1	1	3	Africa	12
9	5	4	76	1	2	2	4	Africa	12
2	1	3	46	1	1	1	4	Africa	12
5	6	3	24	1	1	1	2	Africa	12
7	6	7	25	1	2	1	3	Africa	12
8	1	7	28	1	1	1	3	Africa	12
6	1	6	29	1	2	1	4	Africa	12
5	6	3	31	2	1	2	2	Africa	12
5	1	5	34	2	-2	1	2	Africa	12
6	1	7	43	1	1	2	2	Africa	12
1	1	3	46	2	1	1	3	Africa	12
8	1	4	53	1	1	2	2	Africa	12
8	1	6	66	1	1	1	2	Africa	12
10	6	8	24	-2	3	-2	-2	Africa	12
8	6	5	24	1	1	1	4	Africa	12
8	6	6	25	1	1	1	4	Africa	12
3	6	6	29	-2	2	1	3	Africa	12
4	6	6	34	1	2	1	4	Africa	12
5	1	5	38	1	2	1	3	Africa	12
5	5	5	41	1	1	1	4	Africa	12
8	1	7	44	1	1	1	-2	Africa	12
4	5	4	57	1	2	2	3	Africa	12
8	1	6	70	2	3	2	3	Africa	12
4	1	4	44	1	1	2	2	Africa	12
4	1	7	48	1	1	1	4	Africa	12
7	3	5	58	2	1	2	4	Africa	12
6	1	5	59	1	1	1	-2	Africa	12
7	1	6	63	1	1	1	4	Africa	12
7	1	7	68	1	1	1	4	Africa	12
6	6	5	18	1	2	2	4	Africa	12
7	6	6	30	2	1	2	4	Africa	12
4	6	5	19	2	1	1	-2	Africa	12
5	1	3	45	1	1	1	4	Africa	12
6	6	7	18	2	3	2	4	Africa	12
6	6	5	20	2	1	1	4	Africa	12
5	6	4	20	1	1	1	4	Africa	12
9	6	7	24	2	1	1	3	Africa	12
7	1	6	31	2	1	1	3	Africa	12
1	6	5	38	2	1	1	4	Africa	12
5	1	6	45	2	1	1	4	Africa	12
1	6	3	48	2	1	1	4	Africa	12
7	1	6	51	2	1	1	4	Africa	12
5	1	5	62	1	1	1	4	Africa	12
10	6	3	20	1	1	1	-2	Africa	12
9	6	3	22	1	2	1	4	Africa	12
9	1	2	30	1	1	1	1	Africa	12
7	1	4	33	1	1	1	3	Africa	12
1	1	1	41	1	1	1	-2	Africa	12
8	1	6	44	1	1	1	4	Africa	12
8	1	5	50	1	1	1	4	Africa	12
9	1	4	73	1	1	1	-2	Africa	12
9	6	7	20	1	1	1	-2	Africa	12
9	6	4	23	1	1	1	-2	Africa	12
9	6	4	18	-2	3	3	-2	Africa	12
10	6	6	19	1	-2	1	2	Africa	12
7	6	3	20	1	1	1	4	Africa	12
4	1	3	31	1	1	1	-2	Africa	12
7	1	4	34	1	1	1	1	Africa	12
7	1	3	42	-2	1	1	4	Africa	12
8	1	3	43	-2	1	1	-2	Africa	12
8	1	4	53	1	2	1	-2	Africa	12
9	1	4	70	1	1	1	4	Africa	12
10	6	4	22	-2	1	1	4	Africa	12
3	1	8	22	-2	2	1	1	Africa	12
5	6	1	31	1	3	1	3	Africa	12
5	1	3	35	2	2	1	1	Africa	12
1	1	5	37	1	1	1	4	Africa	12
3	1	10	44	1	2	1	1	Africa	12
4	1	4	55	2	2	1	1	Africa	12
1	5	5	56	1	1	2	4	Africa	12
4	1	8	64	-2	1	1	4	Africa	12
-1	1	5	70	1	-2	-2	3	Africa	12
5	1	9	30	2	2	1	1	Africa	12
5	6	5	24	-2	1	2	2	Africa	12
8	6	6	26	2	2	3	4	Africa	12
4	1	4	30	1	1	1	3	Africa	12
6	6	6	37	1	1	1	4	Africa	12
5	1	7	39	1	1	1	1	Africa	12
7	1	7	42	1	1	1	-2	Africa	12
7	1	7	43	2	1	2	4	Africa	12
7	1	6	45	1	1	1	-2	Africa	12
8	1	9	46	1	1	1	2	Africa	12
10	1	6	61	2	3	1	4	Africa	12
8	6	6	22	1	3	2	4	Africa	12
4	6	4	24	1	3	2	3	Africa	12
7	6	4	26	1	4	3	1	Africa	12
8	6	4	27	1	2	1	1	Africa	12
6	6	5	33	1	2	1	2	Africa	12
4	1	6	34	1	2	2	2	Africa	12
6	1	8	42	1	3	2	1	Africa	12
6	1	5	42	1	4	2	3	Africa	12
4	1	8	55	1	2	1	3	Africa	12
7	1	4	66	1	1	1	1	Africa	12
6	6	5	22	2	2	2	1	Africa	12
3	6	6	24	1	1	1	2	Africa	12
8	6	5	25	1	4	2	1	Africa	12
8	1	4	32	1	1	1	2	Africa	12
4	6	5	35	1	1	1	1	Africa	12
7	1	4	45	1	2	2	2	Africa	12
8	1	3	48	1	1	1	1	Africa	12
5	1	3	60	1	2	2	1	Africa	12
7	1	5	62	1	1	1	2	Africa	12
8	6	5	26	1	4	2	2	Africa	12
5	6	5	22	1	1	1	4	Africa	12
7	6	3	23	1	1	1	4	Africa	12
7	6	3	26	1	1	1	4	Africa	12
5	6	7	29	1	2	1	3	Africa	12
5	1	5	30	1	2	1	3	Africa	12
8	1	9	60	1	1	1	-2	Africa	12
9	1	9	64	1	1	1	2	Africa	12
9	1	7	66	1	1	1	-2	Africa	12
5	1	6	27	1	1	1	3	Africa	12
3	1	4	32	-2	4	4	4	Africa	12
10	6	8	24	1	1	1	3	Africa	12
8	6	2	27	2	1	1	-2	Africa	12
8	6	9	28	1	1	1	1	Africa	12
10	1	7	29	1	2	1	-2	Africa	12
7	1	5	30	1	1	1	-2	Africa	12
6	1	7	33	1	1	1	1	Africa	12
10	1	8	35	1	1	1	1	Africa	12
10	1	9	60	1	1	1	1	Africa	12
7	6	7	30	1	1	1	-2	Africa	12
1	4	3	52	1	1	1	-2	Africa	12
5	6	9	18	1	1	1	3	Africa	12
5	6	7	21	3	1	2	4	Africa	12
6	6	8	23	1	1	3	4	Africa	12
6	6	6	24	1	1	1	4	Africa	12
3	1	8	34	1	1	2	3	Africa	12
4	1	4	38	1	1	2	4	Africa	12
7	1	8	45	1	1	2	3	Africa	12
6	1	8	46	1	1	4	4	Africa	12
5	1	4	59	1	1	3	3	Africa	12
6	1	5	72	1	1	2	3	Africa	12
9	6	4	18	-2	2	2	4	Africa	12
10	6	4	24	2	1	1	3	Africa	12
10	6	1	24	-2	2	2	4	Africa	12
8	1	5	32	1	2	2	4	Africa	12
10	1	3	35	1	2	2	3	Africa	12
5	1	1	45	1	2	2	4	Africa	12
5	1	4	47	3	1	1	4	Africa	12
7	1	5	56	-2	2	2	4	Africa	12
8	1	7	72	1	2	1	4	Africa	12
10	6	5	23	1	1	1	3	Africa	12
10	6	3	20	1	1	1	4	Africa	12
7	6	4	23	1	2	2	4	Africa	12
7	6	5	23	1	1	1	3	Africa	12
10	6	4	24	1	1	1	3	Africa	12
9	6	3	35	-2	1	1	4	Africa	12
6	1	4	38	-2	1	1	3	Africa	12
10	1	5	48	1	2	2	4	Africa	12
10	1	3	48	1	1	1	4	Africa	12
9	4	5	52	1	1	1	4	Africa	12
9	1	4	74	1	1	1	4	Africa	12
9	6	6	19	-2	2	2	4	Africa	12
9	6	4	19	1	1	1	4	Africa	12
7	6	3	22	1	1	1	2	Africa	12
3	6	4	23	1	1	2	4	Africa	12
9	1	3	33	1	2	2	-2	Africa	12
4	1	4	35	1	2	2	3	Africa	12
10	1	3	44	1	1	1	4	Africa	12
8	1	4	49	1	1	1	2	Africa	12
5	1	4	58	1	1	1	3	Africa	12
9	1	10	70	1	1	1	4	Africa	12
9	6	4	18	1	1	1	4	Africa	12
9	6	3	19	1	1	1	3	Africa	12
2	6	3	22	1	1	1	4	Africa	12
1	6	5	23	1	1	1	3	Africa	12
9	6	4	33	1	1	1	4	Africa	12
9	1	4	38	1	1	1	3	Africa	12
7	1	3	42	1	1	1	4	Africa	12
7	1	3	45	1	1	1	4	Africa	12
8	1	5	59	1	1	1	4	Africa	12
9	1	5	67	-2	1	1	3	Africa	12
4	6	6	20	1	1	1	4	Africa	12
6	6	4	20	1	1	1	2	Africa	12
9	6	5	22	-2	1	1	3	Africa	12
8	6	5	23	1	1	2	4	Africa	12
5	6	7	30	1	1	1	4	Africa	12
6	1	5	33	2	1	1	3	Africa	12
7	1	8	41	1	4	1	4	Africa	12
7	1	5	43	1	1	1	-2	Africa	12
8	6	5	51	1	1	1	-2	Africa	12
9	1	4	71	1	1	1	4	Africa	12
5	1	2	26	1	1	1	-2	Africa	12
5	1	2	26	1	1	1	-2	Africa	12
5	6	1	29	1	1	1	-2	Africa	12
7	1	5	41	2	1	2	3	Africa	12
5	6	5	42	2	1	2	3	Africa	12
1	1	5	46	1	1	1	-2	Africa	12
5	6	3	54	2	1	2	3	Africa	12
-2	1	2	62	-2	1	1	-2	Africa	12
7	6	3	64	2	1	1	-2	Africa	12
-2	6	2	67	1	1	1	-2	Africa	12
-1	6	1	19	1	1	1	2	Africa	12
8	6	5	20	1	1	1	2	Africa	12
4	1	6	27	1	1	-2	4	Africa	12
-1	1	9	28	-2	1	-2	-2	Africa	12
1	6	5	35	1	1	1	1	Africa	12
7	6	4	38	2	1	1	1	Africa	12
7	1	8	40	1	1	1	3	Africa	12
5	1	5	53	2	1	1	4	Africa	12
8	1	7	62	2	1	1	4	Africa	12
1	1	5	45	2	1	1	-2	Africa	12
8	6	3	24	2	1	1	3	Africa	12
9	6	2	24	-2	2	1	-2	Africa	12
7	6	2	26	3	1	1	1	Africa	12
6	1	3	28	1	2	1	3	Africa	12
7	6	6	32	2	1	1	4	Africa	12
10	1	3	37	1	1	1	4	Africa	12
7	6	7	42	1	3	1	4	Africa	12
1	6	5	47	2	1	1	4	Africa	12
5	1	5	55	2	2	1	4	Africa	12
8	1	4	63	1	1	1	3	Africa	12
7	6	6	23	1	1	2	3	Africa	12
8	6	3	27	2	1	1	4	Africa	12
6	1	5	30	1	-2	-2	4	Africa	12
5	6	4	31	-2	4	4	4	Africa	12
6	6	3	33	-2	-2	-2	1	Africa	12
5	6	2	35	1	1	1	1	Africa	12
9	3	2	46	-2	2	3	-2	Africa	12
10	1	5	48	1	1	1	4	Africa	12
-2	6	5	55	-2	3	2	-2	Africa	12
9	4	3	64	1	1	2	4	Africa	12
6	6	2	22	-2	1	1	2	Africa	12
7	6	2	22	1	1	2	2	Africa	12
6	6	6	24	-2	1	1	4	Africa	12
7	1	4	34	1	1	1	3	Africa	12
8	3	3	41	1	1	1	4	Africa	12
5	1	4	43	-2	1	2	4	Africa	12
5	6	6	49	1	1	1	4	Africa	12
7	1	5	51	1	1	1	4	Africa	12
7	1	5	58	1	1	1	4	Africa	12
10	4	6	35	-2	1	1	4	Africa	12
7	6	5	23	1	1	1	2	Africa	12
3	6	3	26	1	3	4	1	Africa	12
5	6	1	28	2	1	1	-2	Africa	12
1	1	8	29	1	1	1	2	Africa	12
5	1	5	31	1	1	1	3	Africa	12
1	1	4	34	2	1	1	1	Africa	12
8	1	6	53	1	2	2	2	Africa	12
-2	1	5	57	1	1	1	4	Africa	12
5	4	5	64	1	1	1	4	Africa	12
2	3	8	24	3	1	1	1	Africa	12
7	6	4	24	1	1	1	4	Africa	12
6	6	5	24	1	1	1	2	Africa	12
7	6	5	26	1	1	2	-2	Africa	12
4	6	2	33	-2	-2	-2	-2	Africa	12
6	6	4	37	-2	1	1	4	Africa	12
5	6	4	45	1	1	2	1	Africa	12
-2	6	4	45	-2	1	1	-2	Africa	12
7	6	3	49	1	1	1	4	Africa	12
8	1	7	52	1	1	1	3	Africa	12
7	6	4	72	2	2	1	2	Africa	12
5	1	2	33	1	1	1	-2	Africa	12
5	6	2	33	1	1	1	-2	Africa	12
5	6	5	37	2	1	2	3	Africa	12
1	6	5	38	-2	1	1	4	Africa	12
6	1	4	41	1	1	1	4	Africa	12
1	1	5	41	1	1	1	-2	Africa	12
5	6	5	42	2	1	2	3	Africa	12
5	6	4	46	2	1	2	3	Africa	12
-2	1	2	48	-2	1	1	-2	Africa	12
7	6	3	56	2	1	1	-2	Africa	12
5	6	5	25	1	1	1	3	Africa	12
5	6	1	30	1	1	1	-2	Africa	12
5	1	2	31	1	1	1	-2	Africa	12
5	6	6	38	2	1	2	3	Africa	12
1	1	5	43	1	1	1	-2	Africa	12
5	6	5	45	2	1	2	3	Africa	12
1	1	5	48	1	1	1	-2	Africa	12
-2	6	2	60	1	1	1	-2	Africa	12
5	6	10	62	2	1	2	3	Africa	12
7	6	3	69	2	1	1	-2	Africa	12
4	6	6	19	2	1	2	4	Africa	12
7	6	5	20	1	1	1	4	Africa	12
6	6	8	21	2	2	1	4	Africa	12
6	6	7	33	1	1	1	4	Africa	12
8	1	7	37	1	1	1	4	Africa	12
7	1	4	42	1	1	1	4	Africa	12
4	6	3	49	1	1	1	4	Africa	12
8	1	5	56	1	1	1	4	Africa	12
8	5	6	63	1	1	1	4	Africa	12
4	6	4	18	2	2	2	4	Africa	12
6	6	6	19	1	1	1	4	Africa	12
5	6	3	20	1	1	1	3	Africa	12
8	6	4	21	-2	1	1	4	Africa	12
6	6	5	23	2	1	1	4	Africa	12
8	6	7	32	1	1	1	4	Africa	12
4	6	2	33	1	1	1	4	Africa	12
6	1	5	45	1	1	1	4	Africa	12
3	3	2	47	1	1	1	4	Africa	12
6	1	6	58	1	1	1	4	Africa	12
7	1	6	69	1	1	1	4	Africa	12
10	6	1	22	1	1	1	4	Africa	12
8	6	5	23	2	-2	1	3	Africa	12
10	6	1	26	1	1	1	4	Africa	12
-2	1	2	27	-2	-2	-2	-2	Africa	12
10	6	7	27	1	1	1	4	Africa	12
8	6	5	31	1	-2	1	-2	Africa	12
7	1	3	36	1	1	1	4	Africa	12
5	1	2	43	1	1	1	4	Africa	12
10	1	5	61	-2	4	4	4	Africa	12
5	6	5	27	-2	1	1	-2	Africa	12
10	6	1	21	1	1	-2	1	Africa	12
10	6	9	23	1	1	1	4	Africa	12
8	6	5	24	1	1	1	4	Africa	12
-1	1	5	28	1	1	4	1	Africa	12
5	1	3	34	1	1	1	4	Africa	12
3	1	2	38	1	4	4	-2	Africa	12
5	1	7	39	1	1	1	4	Africa	12
7	1	3	41	1	1	1	4	Africa	12
-2	1	5	46	1	1	1	4	Africa	12
5	1	8	47	1	3	3	4	Africa	12
5	6	2	18	1	2	2	4	Africa	12
7	6	5	19	-2	-2	-2	4	Africa	12
6	1	3	29	1	1	1	4	Africa	12
8	1	3	30	1	1	1	4	Africa	12
9	6	5	33	-2	1	1	3	Africa	12
8	6	2	33	1	1	1	-2	Africa	12
8	6	2	43	-2	-2	-2	2	Africa	12
8	3	2	45	1	1	1	4	Africa	12
4	4	2	63	-2	1	1	4	Africa	12
3	6	2	23	-2	-2	-2	1	Africa	12
7	6	8	18	2	1	1	3	Africa	12
5	6	5	35	2	2	1	4	Africa	12
7	1	8	38	1	1	1	4	Africa	12
5	1	8	43	1	1	1	4	Africa	12
6	1	7	45	1	1	1	4	Africa	12
6	1	6	55	1	1	1	4	Africa	12
6	5	7	66	1	1	1	4	Africa	12
9	6	9	19	2	1	1	2	Africa	12
7	6	8	21	2	2	2	-2	Africa	12
8	6	6	24	2	2	2	4	Africa	12
8	6	8	18	1	1	1	-2	Africa	12
6	6	7	24	1	1	1	4	Africa	12
6	1	7	37	1	1	1	4	Africa	12
3	6	3	48	1	1	1	4	Africa	12
5	1	6	49	1	1	1	4	Africa	12
6	1	4	51	1	1	1	4	Africa	12
8	5	7	65	1	1	1	1	Africa	12
7	6	6	20	1	1	1	3	Africa	12
8	6	9	21	2	2	1	2	Africa	12
7	6	8	81	1	1	1	3	Africa	12
9	6	7	25	2	4	4	4	Americas	32
9	6	-2	22	2	3	3	2	Americas	32
8	1	8	26	2	3	3	4	Americas	32
6	1	6	57	1	4	3	4	Americas	32
9	1	8	37	1	3	3	3	Americas	32
9	1	5	27	2	4	4	2	Americas	32
8	4	7	54	1	3	4	2	Americas	32
6	1	4	70	1	3	3	2	Americas	32
9	5	7	48	2	1	4	2	Americas	32
7	6	6	22	3	4	4	1	Americas	32
8	1	9	51	1	3	4	3	Americas	32
9	1	8	43	1	3	4	2	Americas	32
8	6	7	25	3	4	4	3	Americas	32
8	1	6	68	1	3	3	2	Americas	32
9	1	7	38	1	4	4	2	Americas	32
8	1	7	40	3	4	4	3	Americas	32
8	2	7	26	1	3	3	3	Americas	32
8	3	5	52	1	2	3	4	Americas	32
9	1	5	65	1	2	2	1	Americas	32
7	1	8	45	1	3	2	3	Americas	32
7	6	6	25	3	4	4	4	Americas	32
5	4	5	43	1	4	3	4	Americas	32
1	6	6	65	1	3	2	-1	Americas	32
8	6	5	22	1	2	1	3	Americas	32
6	6	6	25	2	4	4	4	Americas	32
6	6	5	25	1	4	4	3	Americas	32
8	4	4	65	1	3	3	2	Americas	32
7	4	6	49	-2	4	-2	-2	Americas	32
6	4	5	49	1	4	4	2	Americas	32
9	6	5	25	3	4	4	-2	Americas	32
10	6	7	18	1	2	2	1	Americas	32
1	6	1	51	1	2	3	2	Americas	32
10	2	8	49	1	2	3	1	Americas	32
8	1	4	59	2	2	2	1	Americas	32
10	1	7	70	1	3	1	1	Americas	32
9	6	5	21	3	3	4	3	Americas	32
6	5	5	86	1	-1	-1	-1	Americas	32
8	1	5	60	2	4	4	4	Americas	32
7	1	4	33	3	4	4	4	Americas	32
7	6	5	37	3	4	4	4	Americas	32
7	2	4	63	-1	3	3	3	Americas	32
6	6	3	25	1	3	2	3	Americas	32
7	1	6	49	1	2	3	3	Americas	32
5	2	5	22	2	3	3	-1	Americas	32
